domain,device,slot,size,bidder,account_id,domain_id,slot_id,ab_tests,media_type
aboutespanol.com,"pc,tablet",square-fixed/tier2,,Roundel,382319,,,,
aboutespanol.com,"pc,tablet",square-fixed/tier2,,Rubicon Project,7499,426812,2440758,,
aboutespanol.com,"pc,tablet",square-fixed/tier2,,TrustX,,,351325,,
aboutespanol.com,"pc,tablet",square-fixed/tier3,,AppNexus,,,25482520,,
aboutespanol.com,"pc,tablet",square-fixed/tier3,,Index Exchange,,,830123,,
aboutespanol.com,"pc,tablet",square-fixed/tier3,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a9698d2018180ffd7df0289adc80038,,
aboutespanol.com,"pc,tablet",square-fixed/tier3,,Pubmatic,158139,,4514882,,
aboutespanol.com,"pc,tablet",square-fixed/tier3,,Roundel,382319,,,,
aboutespanol.com,"pc,tablet",square-fixed/tier3,,Rubicon Project,7499,426812,2440760,,
aboutespanol.com,"pc,tablet",square-fixed/tier3,,TrustX,,,351326,,
aboutespanol.com,"pc,tablet",square-fixed/tier4,,AppNexus,,,25482521,,
aboutespanol.com,"pc,tablet",square-fixed/tier4,,Index Exchange,,,830127,,
aboutespanol.com,"pc,tablet",square-fixed/tier4,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a9698d2018180ffd7df0289af6e0039,,
aboutespanol.com,"pc,tablet",square-fixed/tier4,,Pubmatic,158139,,4514883,,
aboutespanol.com,"pc,tablet",square-fixed/tier4,,Roundel,382319,,,,
aboutespanol.com,"pc,tablet",square-fixed/tier4,,Rubicon Project,7499,426812,2440762,,
aboutespanol.com,"pc,tablet",square-fixed/tier4,,TrustX,,,351320,,
aboutespanol.com,"pc,tablet",square-flex/tier1,,AppNexus,,,25482522,,
aboutespanol.com,"pc,tablet",square-flex/tier1,,Index Exchange,,,830129,,
aboutespanol.com,"pc,tablet",square-flex/tier1,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a9698d2018180ffd7df0289b128003a,,
aboutespanol.com,"pc,tablet",square-flex/tier1,,Pubmatic,158139,,4514884,,
aboutespanol.com,"pc,tablet",square-flex/tier1,,Roundel,382319,,,,
aboutespanol.com,"pc,tablet",square-flex/tier1,,Rubicon Project,7499,426812,2440764,,
aboutespanol.com,"pc,tablet",square-flex/tier1,,TrustX,,,351322,,
aboutespanol.com,mobile,mob-adhesive-banner-fixed/tier1,,AppNexus,,,25482523,,
aboutespanol.com,mobile,mob-adhesive-banner-fixed/tier1,,Index Exchange,,,830130,,
aboutespanol.com,mobile,mob-adhesive-banner-fixed/tier1,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a9694da0181811f187d1fe11204001a,,
aboutespanol.com,mobile,mob-adhesive-banner-fixed/tier1,,Pubmatic,158139,,4514885,,
aboutespanol.com,mobile,mob-adhesive-banner-fixed/tier1,,Roundel,382319,,,,
aboutespanol.com,mobile,mob-adhesive-banner-fixed/tier1,,Rubicon Project,7499,426814,2440766,,
aboutespanol.com,mobile,mob-adhesive-banner-fixed/tier1,,TrustX,,,351317,,
aboutespanol.com,mobile,mob-square-fixed/tier1,,AppNexus,,,25482524,,
aboutespanol.com,mobile,mob-square-fixed/tier1,,Index Exchange,,,830131,,
aboutespanol.com,mobile,mob-square-fixed/tier1,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a9699180181811f0fc81fe113090021,,
aboutespanol.com,mobile,mob-square-fixed/tier1,,Pubmatic,158139,,4514886,,
aboutespanol.com,mobile,mob-square-fixed/tier1,,Roundel,382319,,,,
aboutespanol.com,mobile,mob-square-fixed/tier1,,Rubicon Project,7499,426814,2440768,,
aboutespanol.com,mobile,mob-square-fixed/tier1,,TrustX,,,351327,,
aboutespanol.com,mobile,mob-square-fixed/tier2,,AppNexus,,,25482525,,
aboutespanol.com,mobile,mob-square-fixed/tier2,,Index Exchange,,,830133,,
aboutespanol.com,mobile,mob-square-fixed/tier2,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a9691540181811f14661fe114340017,,
aboutespanol.com,mobile,mob-square-fixed/tier2,,Pubmatic,158139,,4514887,,
aboutespanol.com,mobile,mob-square-fixed/tier2,,Roundel,382319,,,,
aboutespanol.com,mobile,mob-square-fixed/tier2,,Rubicon Project,7499,426814,2440770,,
aboutespanol.com,mobile,mob-square-fixed/tier2,,TrustX,,,351328,,
aboutespanol.com,mobile,mob-square-fixed/tier3,,AppNexus,,,25482526,,
aboutespanol.com,mobile,mob-square-fixed/tier3,,Index Exchange,,,830138,,
aboutespanol.com,mobile,mob-square-fixed/tier3,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a9694da0181811f187d1fe11552001b,,
aboutespanol.com,mobile,mob-square-fixed/tier3,,Pubmatic,158139,,4514888,,
aboutespanol.com,mobile,mob-square-fixed/tier3,,Roundel,382319,,,,
aboutespanol.com,mobile,mob-square-fixed/tier3,,Rubicon Project,7499,426814,2440772,,
aboutespanol.com,mobile,mob-square-fixed/tier3,,TrustX,,,351330,,
aboutespanol.com,mobile,mob-square-fixed/tier4,,AppNexus,,,25482527,,
aboutespanol.com,mobile,mob-square-fixed/tier4,,Index Exchange,,,830139,,
aboutespanol.com,mobile,mob-square-fixed/tier4,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a96954b0181816c07786daf6237004e,,
aboutespanol.com,mobile,mob-square-fixed/tier4,,Pubmatic,158139,,4514889,,
aboutespanol.com,mobile,mob-square-fixed/tier4,,Roundel,382319,,,,
aboutespanol.com,mobile,mob-square-fixed/tier4,,Rubicon Project,7499,426814,2440774,,
aboutespanol.com,mobile,mob-square-fixed/tier4,,TrustX,,,351331,,
aboutespanol.com,mobile,mob-square-flex/tier1,,AppNexus,,,25482528,,
aboutespanol.com,mobile,mob-square-flex/tier1,,Index Exchange,,,830140,,
aboutespanol.com,mobile,mob-square-flex/tier1,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a9691540181811f14661fe117df0019,,
aboutespanol.com,mobile,mob-square-flex/tier1,,Pubmatic,158139,,4514890,,
aboutespanol.com,mobile,mob-square-flex/tier1,,Roundel,382319,,,,
aboutespanol.com,mobile,mob-square-flex/tier1,,Rubicon Project,7499,426814,2440776,,
aboutespanol.com,mobile,mob-square-flex/tier1,,TrustX,,,351329,,
aboutespanol.com,mobile,mob-square-flex/tier2,,AppNexus,,,25482529,,
aboutespanol.com,mobile,mob-square-flex/tier2,,Index Exchange,,,830141,,
aboutespanol.com,mobile,mob-square-flex/tier2,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a9694da0181811f187d1fe11908001c,,
aboutespanol.com,mobile,mob-square-flex/tier2,,Pubmatic,158139,,4514891,,
aboutespanol.com,mobile,mob-square-flex/tier2,,Roundel,382319,,,,
aboutespanol.com,mobile,mob-square-flex/tier2,,Rubicon Project,7499,426814,2440778,,
aboutespanol.com,mobile,mob-square-flex/tier2,,TrustX,,,351333,,
aboutespanol.com,mobile,mob-square-flex/tier3,,AppNexus,,,25482530,,
aboutespanol.com,mobile,mob-square-flex/tier3,,Index Exchange,,,830152,,
aboutespanol.com,mobile,mob-square-flex/tier3,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a9699180181811f0fc81fe11a150022,,
aboutespanol.com,mobile,mob-square-flex/tier3,,Pubmatic,158139,,4514892,,
aboutespanol.com,mobile,mob-square-flex/tier3,,Roundel,382319,,,,
aboutespanol.com,mobile,mob-square-flex/tier3,,Rubicon Project,7499,426814,2440780,,
aboutespanol.com,mobile,mob-square-flex/tier3,,TrustX,,,351332,,
aboutespanol.com,mobile,mob-square-flex/tier4,,AppNexus,,,25482531,,
aboutespanol.com,mobile,mob-square-flex/tier4,,Index Exchange,,,830146,,
aboutespanol.com,mobile,mob-square-flex/tier4,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a9699f00181816bfdbd6daf672c004b,,
aboutespanol.com,mobile,mob-square-flex/tier4,,Pubmatic,158139,,4514893,,
aboutespanol.com,mobile,mob-square-flex/tier4,,Roundel,382319,,,,
aboutespanol.com,mobile,mob-square-flex/tier4,,Rubicon Project,7499,426814,2440782,,
aboutespanol.com,mobile,mob-square-flex/tier4,,TrustX,,,351335,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier1,,AppNexus,,,25482524,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier1,,Index Exchange,,,830131,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier1,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a9699180181811f0fc81fe113090021,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier1,,Pubmatic,158139,,4514886,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier1,,Roundel,382319,,,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier1,,Rubicon Project,7499,426814,2440768,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier1,,TrustX,,,351327,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier2,,AppNexus,,,25482525,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier2,,Index Exchange,,,830133,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier2,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a9691540181811f14661fe114340017,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier2,,Pubmatic,158139,,4514887,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier2,,Roundel,382319,,,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier2,,Rubicon Project,7499,426814,2440770,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier2,,TrustX,,,351328,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier3,,AppNexus,,,25482526,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier3,,Index Exchange,,,830138,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier3,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a9694da0181811f187d1fe11552001b,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier3,,Pubmatic,158139,,4514888,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier3,,Roundel,382319,,,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier3,,Rubicon Project,7499,426814,2440772,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier3,,TrustX,,,351330,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier4,,AppNexus,,,25482527,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier4,,Index Exchange,,,830139,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier4,,OneMobile,,8a9691af018180ffdca0026a7d9d0033,8a96954b0181816c07786daf6237004e,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier4,,Pubmatic,158139,,4514889,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier4,,Roundel,382319,,,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier4,,Rubicon Project,7499,426814,2440774,,
aboutespanol.com,mobile,mob-squarefooter-fixed/tier4,,TrustX,,,351331,,
bhg.com,"pc,tablet",leaderboard-fixed/tier1,,AppNexus,,,21060202,,
bhg.com,"pc,tablet",leaderboard-fixed/tier1,,Index Exchange,,,442343,,
bhg.com,"pc,tablet",leaderboard-fixed/tier1,,OneMobile,,8a969524017a7ae78b85e89db923002e,bhg_leadrbrd_fixed_tier1_728x90,,
bhg.com,"pc,tablet",leaderboard-fixed/tier1,,Pubmatic,158139,,3479063,,
bhg.com,"pc,tablet",leaderboard-fixed/tier1,,Roundel,382319,,,,
bhg.com,"pc,tablet",leaderboard-fixed/tier1,,Rubicon Project,7499,426720,2440924,,
bhg.com,"pc,tablet",leaderboard-fixed/tier1,,TrustX,,,21751,,
bhg.com,"pc,tablet",leaderboard-fixed/tier2,,AppNexus,,,21060203,,
bhg.com,"pc,tablet",leaderboard-fixed/tier2,,Index Exchange,,,442344,,
bhg.com,"pc,tablet",leaderboard-fixed/tier2,,OneMobile,,8a969524017a7ae78b85e89db923002e,bhg_leadrbrd_fixed_tier2_728x90,,
bhg.com,"pc,tablet",leaderboard-fixed/tier2,,Pubmatic,158139,,3479064,,
bhg.com,"pc,tablet",leaderboard-fixed/tier2,,Roundel,382319,,,,
bhg.com,"pc,tablet",leaderboard-fixed/tier2,,Rubicon Project,7499,426720,2440926,,
bhg.com,"pc,tablet",leaderboard-fixed/tier2,,TrustX,,,21752,,
bhg.com,"pc,tablet",leaderboard-fixed/tier3,,AppNexus,,,21060204,,
bhg.com,"pc,tablet",leaderboard-fixed/tier3,,Index Exchange,,,442346,,
bhg.com,"pc,tablet",leaderboard-fixed/tier3,,OneMobile,,8a969524017a7ae78b85e89db923002e,bhg_leadrbrd_fixed_tier3_728x90,,
bhg.com,"pc,tablet",leaderboard-fixed/tier3,,Pubmatic,158139,,3479065,,
bhg.com,"pc,tablet",leaderboard-fixed/tier3,,Roundel,382319,,,,
bhg.com,"pc,tablet",leaderboard-fixed/tier3,,Rubicon Project,7499,426720,2440928,,
bhg.com,"pc,tablet",leaderboard-fixed/tier3,,TrustX,,,21753,,
bhg.com,"pc,tablet",leaderboard-flex/tier1,,AppNexus,,,21060205,,
bhg.com,"pc,tablet",leaderboard-flex/tier1,,Index Exchange,,,442302,,
bhg.com,"pc,tablet",leaderboard-flex/tier1,,OneMobile,,8a969524017a7ae78b85e89db923002e,bhg_leadrbrd_flex_tier1_728x90,,
bhg.com,"pc,tablet",leaderboard-flex/tier1,,Pubmatic,158139,,3479066,,
bhg.com,"pc,tablet",leaderboard-flex/tier1,,Roundel,382319,,,,
bhg.com,"pc,tablet",leaderboard-flex/tier1,,Rubicon Project,7499,426720,2440930,,
bhg.com,"pc,tablet",leaderboard-flex/tier1,,TrustX,,,21754,,
bhg.com,"pc,tablet",leaderboard-flex/tier2,,AppNexus,,,21060208,,
bhg.com,"pc,tablet",leaderboard-flex/tier2,,Index Exchange,,,442303,,
bhg.com,"pc,tablet",leaderboard-flex/tier2,,OneMobile,,8a969524017a7ae78b85e89db923002e,bhg_leadrbrd_flex_tier2_728x90,,
bhg.com,"pc,tablet",leaderboard-flex/tier2,,Pubmatic,158139,,3479069,,
bhg.com,"pc,tablet",leaderboard-flex/tier2,,Roundel,382319,,,,
bhg.com,"pc,tablet",leaderboard-flex/tier2,,Rubicon Project,7499,426720,2440932,,
bhg.com,"pc,tablet",leaderboard-flex/tier2,,TrustX,,,21757,,
bhg.com,"pc,tablet",leaderboardac/tier2,,AppNexus,,,21060205,,
bhg.com,"pc,tablet",leaderboardac/tier2,,Index Exchange,,,442302,,
bhg.com,"pc,tablet",leaderboardac/tier2,,OneMobile,,8a969524017a7ae78b85e89db923002e,bhg_leadrbrd_flex_tier1_728x90,,
bhg.com,"pc,tablet",leaderboardac/tier2,,Pubmatic,158139,,3479066,,
bhg.com,"pc,tablet",leaderboardac/tier2,,Roundel,382319,,,,
bhg.com,"pc,tablet",leaderboardac/tier2,,Rubicon Project,7499,426720,2440930,,
bhg.com,"pc,tablet",leaderboardac/tier2,,TrustX,,,21754,,
bhg.com,"pc,tablet",leaderboardac/tier3,,AppNexus,,,21060208,,
bhg.com,"pc,tablet",leaderboardac/tier3,,Index Exchange,,,442303,,
bhg.com,"pc,tablet",leaderboardac/tier3,,OneMobile,,8a969524017a7ae78b85e89db923002e,bhg_leadrbrd_flex_tier2_728x90,,
bhg.com,"pc,tablet",leaderboardac/tier3,,Pubmatic,158139,,3479069,,
bhg.com,"pc,tablet",leaderboardac/tier3,,Roundel,382319,,,,
bhg.com,"pc,tablet",leaderboardac/tier3,,Rubicon Project,7499,426720,2440932,,
bhg.com,"pc,tablet",leaderboardac/tier3,,TrustX,,,21757,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier1,,AppNexus,,,21060202,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier1,,Index Exchange,,,442343,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier1,,OneMobile,,8a969524017a7ae78b85e89db923002e,bhg_leadrbrd_fixed_tier1_728x90,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier1,,Pubmatic,158139,,3479063,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier1,,Roundel,382319,,,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier1,,Rubicon Project,7499,426720,2440924,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier1,,TrustX,,,21751,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier2,,AppNexus,,,21060203,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier2,,Index Exchange,,,442344,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier2,,OneMobile,,8a969524017a7ae78b85e89db923002e,bhg_leadrbrd_fixed_tier2_728x90,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier2,,Pubmatic,158139,,3479064,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier2,,Roundel,382319,,,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier2,,Rubicon Project,7499,426720,2440926,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier2,,TrustX,,,21752,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier3,,AppNexus,,,21060204,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier3,,Index Exchange,,,442346,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier3,,OneMobile,,8a969524017a7ae78b85e89db923002e,bhg_leadrbrd_fixed_tier3_728x90,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier3,,Pubmatic,158139,,3479065,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier3,,Roundel,382319,,,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier3,,Rubicon Project,7499,426720,2440928,,
bhg.com,"pc,tablet",leaderboardfooter-flex/tier3,,TrustX,,,21753,,
bhg.com,"pc,tablet",preroll,,AppNexus,,,21060221,,instream
bhg.com,"pc,tablet",preroll,,Index Exchange,,,479134,,instream
bhg.com,"pc,tablet",preroll,,Pubmatic,158139,,3479082,,instream
bhg.com,"pc,tablet",preroll,,Roundel,578566,,,,instream
bhg.com,"pc,tablet",preroll,,Rubicon Project,7499,426720,2440946,,instream
bhg.com,"pc,tablet",preroll,,TrustX,,,22471,,instream
bhg.com,"pc,tablet",square-fixed/tier1,,AppNexus,,,21060211,,
bhg.com,"pc,tablet",square-fixed/tier1,,Index Exchange,,,442361,,
bhg.com,"pc,tablet",square-fixed/tier1,,OneMobile,,8a969524017a7ae78b85e89db923002e,bhg_square_fixed_tier1_300x250,,
bhg.com,"pc,tablet",square-fixed/tier1,,Pubmatic,158139,,3479072,,
bhg.com,"pc,tablet",square-fixed/tier1,,Roundel,382319,,,,
bhg.com,"pc,tablet",square-fixed/tier1,,Rubicon Project,7499,426720,2440934,,
bhg.com,"pc,tablet",square-fixed/tier1,,TrustX,,,21760,,
bhg.com,"pc,tablet",square-fixed/tier2,,AppNexus,,,21060212,,
bhg.com,"pc,tablet",square-fixed/tier2,,Index Exchange,,,442362,,
bhg.com,"pc,tablet",square-fixed/tier2,,OneMobile,,8a969524017a7ae78b85e89db923002e,bhg_square_fixed_tier2_300x250,,
bhg.com,"pc,tablet",square-fixed/tier2,,Pubmatic,158139,,3479073,,
bhg.com,"pc,tablet",square-fixed/tier2,,Roundel,382319,,,,
bhg.com,"pc,tablet",square-fixed/tier2,,Rubicon Project,7499,426720,2440936,,
bhg.com,"pc,tablet",square-fixed/tier2,,TrustX,,,21761,,
bhg.com,"pc,tablet",square-fixed/tier3,,AppNexus,,,21060213,,
bhg.com,"pc,tablet",square-fixed/tier3,,Index Exchange,,,442363,,
